Post Title,Time Posted,Post Link,Image URL,Description,Classification,Quotes 1,Quotes 2,Quotes 3,Quotes 4,Quotes 5,Quotes 6,Quotes 7,Quotes 8,Quotes 9,Quotes 10,Quotes 11,Quotes 12,Quotes 13
"VERA FILES FACT CHECK: Viral video shows building scaffold collapse in Japan, NOT Turkey",2023-02-13T09:15:01+00:00,https://verafiles.org/articles/vera-files-fact-check-viral-video-shows-building-scaffold-collapse-in-japan-not-turkey,https://verafiles.org/wp-content/uploads/2023/02/020923-FALSE-Another-Turkey-video_SHORTIE_TAG-DRAFT2.jpg,A video supposedly showing a building collapse in Turkey after the 7.8 magnitude quake struck on Feb. 6 has gone viral among Filipino netizens. This is false.,FALSE,“Grabe nangyari sa turkey nito lang feb 6. 2023. Pag pray po nating sila at lagi din po tayo maging handa at mag iingat (What happened in Turkey this Feb. 6 2023 is severe. Let’s pray for them and let’s always be prepared and keep safe).”,,,,,,,,,,,,
VERA FILES FACT CHECK: Raffy Tulfo NOT expelled from the Senate,2023-02-09T09:21:00+00:00,https://verafiles.org/articles/vera-files-fact-check-raffy-tulfo-not-expelled-from-the-senate,https://verafiles.org/wp-content/uploads/2023/02/020823-FALSE-Tulfo-expulsion-from-Senate_SHORTIE_TAG-REV.jpg,A YouTube video falsely claims that President Ferdinand “Bongbong” Marcos and Rep. Rodante Marcoleta had Sen. Raffy Tulfo removed from the Senate.,FALSE,“KAPAPASOK LANG! MATINDI TO! PRES MARCOS MARCOLETA GINULANTANG ang LAHAT RAFFY TULFO TANGAL na SENAD0 (JUST IN! THIS IS EXTREME! PRES MARCOS MARCOLETA SHOCKED EVERYONE RAFFY TULFO NOW REMOVED FROM SENATE).”,“PINATALSIK SA SENADO. ITO ANG BANGUNGOT SA BUHAY NI TULFO. SUBRANG INGAY MO! (EXPELLED FROM THE SENATE. THIS IS THE NIGHTMARE IN TULFO’S LIFE. YOU ARE SO ANNOYING)!”,,,,,,,,,,,
VERA FILES FACT CHECK: Video of a condo collapse NOT related to Turkey-Syria quake,2023-02-09T05:10:24+00:00,https://verafiles.org/articles/vera-files-fact-check-video-of-a-condo-collapse-not-related-to-turkey-syria-quake,https://verafiles.org/wp-content/uploads/2023/02/020723-FALSE-Turkey-quake-condo-collapse_SHORTIE_TAG-DRAFT.jpg,A compilation video supposedly showing the devastation caused by the magnitude 7.8 earthquake that hit Turkey and Syria on Feb. 6 included unrelated footage. A video of the collapse of an old Miami condominium is being passed off as part of the damage.,FALSE,“Strong 7.8 magnitude Earthquake hits Turkey and Syria. #PrayForTurkey #PrayForSyria #earthquake”,,,,,,,,,,,,
VERA FILES FACT CHECK: Viral video shows WRONG suspect in OFW’s rape-slay,2023-02-08T01:52:19+00:00,https://verafiles.org/articles/vera-files-fact-check-viral-video-shows-wrong-suspect-in-ofws-rape-slay,https://verafiles.org/wp-content/uploads/2023/02/020623-FALSE-Another-Ranara-suspect_SHORTIE_TAG-REV.jpg,"On the day overseas Filipino worker Jullebee Ranara was buried, another unrelated video circulated on social media, passed off as the arrest of the suspect in her rape-slay. The video was taken in Saudi Arabia, not Kuwait.",FALSE,“FULL VIDEO OFW SA KUWAIT PIN*ATAY (OFW IN KUWAIT KILLED) LATEST UPDATE NAGSALITA NA ANG PUM*ATAY KAY JULLEBEE RANARA BUROL (JULLEBEE RANARA’S KILLER ALREADY TALKED WAKE).” ,,,,,,,,,,,,
VERA FILES FACT CHECK: Video DOES NOT show execution of OFW murder suspect,2023-02-06T08:43:12+00:00,https://verafiles.org/articles/vera-files-fact-check-video-does-not-show-execution-of-ofw-murder-suspect,https://verafiles.org/wp-content/uploads/2023/02/013123-FALSE-Ranara-killer-hanged-SHORTIE-FIL_REV1.jpg,Hindi totoong binitay na ang suspek sa pagpatay sa OFW na si Jullebee Ranara sa Kuwait. Ang ipinakita sa mga larawan sa video ay isang Iranian convict na naligtas mula sa pagkakabitay noon 2014 matapos siyang patawarin ng ina ng kanyang biktima.,FALSE,“Binitay na ang pumatay sa pinay ofw sa kuwait… (Suspect behind the death of Filipina OFW in Kuwait hanged to death) JUSTICE WILL PREVAIL ❤️❤️❤️👇👇👇 Grabe ang iyak nang ina nya (His mother cried a lot)👇👇👇”,,,,,,,,,,,,
VERA FILES FACT CHECK: Posts about a 206-year-old Tibetan monk being the oldest person in the world NOT TRUE,2023-02-06T05:09:51+00:00,https://verafiles.org/articles/vera-files-fact-check-posts-about-a-206-year-old-tibetan-monk-being-the-oldest-person-in-the-world-not-true,https://verafiles.org/wp-content/uploads/2023/02/013023-FALSE-Tibetan-monk_SHORTIE_TAG-REV.jpg,Facebook (FB) pages and groups shared photos supposedly of a 206-year-old Tibetan monk discovered in a state of deep meditation in Nepal in January. Not true.,FALSE,"“𝗕𝗥𝗘𝗔𝗞𝗜𝗡𝗚 𝗡𝗘𝗪𝗦. A Tibetan monk, discovered in a mountain cave in Nepal this January 26, 2023, It’s now considered as the oldest person in the world at 206 𝘠𝘌𝘈𝘙𝘚 𝘖𝘓𝘋! He was found in a state of deep meditation called, ‘takatet.’ ‘If the meditator can continue to stay in this meditative state, he can become a Buddha,’ Dr Kerzin said. Archaeologists first thought he was a mummy but then noticed that he has vital signs and is alive! Among his things, they found an old scroll that says, ‘Maniwala’y ulaga’.”",,,,,,,,,,,,
"VERA FILES FACT CHECK: DepEd to revise, NOT abolish K to 12",2023-02-02T12:26:25+00:00,https://verafiles.org/articles/vera-files-fact-check-deped-to-revise-not-abolish-k-to-12,https://verafiles.org/wp-content/uploads/2023/02/010223-FALSE-Another-Sara-scrap-K12_SHORTIE_ENG-REV.jpg,"Sara Duterte announced during the presentation of the Basic Education Report 2023 that the DepEd will revise the K to 12 program, not abolish it. ",FALSE,"“KAKAPASOK LANG GRABE! PBBM at VPSARA NILUSOB ang DEPED, K-12 PROGRAM ni PNOY OFFICIAL ng TINANGGAL (JUST IN EXTREME! PBBM and VPSARA BARGED into DEPED, PNOY’S K-12 PROGRAM OFFICIALLY REMOVED)?!” ",“SAWAKAS! TANGGAL NA K-12 PROGRAM BIGLAANG UTOS NG PALASYO (FINALLY! NOW REMOVED K-12 PROGRAM. SUDDEN ORDER FROM THE PALACE) CONFIRMED! GOODBYE K-12!.”,,,,,,,,,,,
VERA FILES FACT CHECK: Posts FALSELY claim Tulfo abolished K to 12 program,2023-01-27T05:18:17+00:00,https://verafiles.org/articles/vera-files-fact-check-posts-falsely-claim-tulfo-abolished-k-to-12-program,https://verafiles.org/wp-content/uploads/2023/01/012323-FALSE-Tulfo-scrap-K12_SHORTIE_TAG-DRAFT.jpg,Posts circulating on Facebook claim Sen. Raffy Tulfo has taken action to abolish the K to 12 education system. This is not true.,FALSE,"“KAKAPASOK LANG HALA KA! SEN RAFFY TULFO UMAKSYON NA K-12 PROGRAM ni PNOY TANG-GAL NA VPSARA PBBM (JUST IN OH, NO! SEN RAFFY TULFO ALREADY TOOK ACTION K-12 PROGRAM OF PNOY NOW REMOVED VPSARA PBBM)!” ",“NA-SHOCKED SI PBBM SA MATINDING UTOS NI TULFO VP SARA. DEPED K-12 TANGGAL NA (PBBM SHOCKED BY THE INTENSE ORDER OF TULFO VP SARA. DEPED K-12 NOW REMOVED).”,,,,,,,,,,,
VERA FILES FACT CHECK: Taking night showers does NOT increase risk of stroke,2023-01-27T04:16:24+00:00,https://verafiles.org/articles/vera-files-fact-check-taking-night-showers-does-not-increase-risk-of-stroke,https://verafiles.org/wp-content/uploads/2023/01/012523-FALSE-Night-shower-causes-stroke_SHORTIE-FIL.jpg,"Medical specialists dismissed any correlation between taking a bath no matter what time of day to high blood pressure, the main cause of stroke.",FALSE,"“Ang aksyon ng maraming tao lalo na ang mga kabataan ay ang pagliligo sa gabi. Mataas na rate ito ng stroke. Ito [ay] dahil sa biglang pagbabago sa presyon ng ating dugo (Many people, especially the youth, take a shower at night. This [leads to] a higher rate of stroke. This [is] because of a sudden change in blood pressure.)” ",,,,,,,,,,,,
VERA FILES FACT CHECK: Marcos presidency NOT predicted by Nostradamus,2023-01-25T08:29:33+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-presidency-not-predicted-by-nostradamus,https://verafiles.org/wp-content/uploads/2023/01/012323-FALSE-Nostradamus-Marcos-president_SHORTIE-FIL_REV1.jpg,A video repeats an untrue claim that a 16th-century astrologer Nostradamus predicted President Bongbong Marcos’ win in the 2022 elections.,FALSE,“In the 57th of 19th Century / the peace and justice and the blood of love / from the blessed. Land of the Oriental pearl in Asia / an innocent boy shall be born.” ,,,,,,,,,,,,
VERA FILES FACT CHECK: Sen. Cynthia Villar falsely claims PH coconut industry is ‘as big’ as rice,2023-01-23T09:23:06+00:00,https://verafiles.org/articles/vera-files-fact-check-sen-cynthia-villar-falsely-claims-ph-coconut-industry-is-as-big-as-rice,https://verafiles.org/wp-content/uploads/2023/01/sen_cythia_villar-fb-photo.jpg,"The coconut industry is not as big as rice in terms of volume and value of production. In 2021, the country produced 19.96 million MT of palay worth P332.77 billion at current prices. That same year, coconut production was at 14.72 million MT, valued at P123.67 billion at current prices, according to the Philippine Statistics Authority’s 2022 Selected Statistics on Agriculture and Fisheries.",FALSE,"“Bakit nila [government agencies] pinara ‘yung [non-iodized] salt production para [sana] magkaroon kayo ng fertilizer for coconut? Remember, ang laking industry ng coconut sa Philippines, kasing laki sila ng rice. So ‘pag dineprive mo sila ng fertilizer, you are killing also the coconut industry.”(Why did they halt [non-iodized] salt production … so you have fertilizer for your coconut? Remember, the coconut industry is big in the Philippines, it is as big as rice. So, if you deprive them of fertilizer, you are killing also the coconut industry.) Source: Senate of the Philippines Official Youtube Channel, Committee on Agriculture, Food and Agrarian Reform, Jan. 18, 2023, watch from 48:39 to 49:11",,,,,,,,,,,,
VERA FILES FACT CHECK: Another video FALSELY claims Marcos sacked Remulla,2023-01-20T04:40:12+00:00,https://verafiles.org/articles/vera-files-fact-check-another-video-falsely-claims-marcos-sacked-remulla,https://verafiles.org/wp-content/uploads/2023/01/011723-FALSE-Remulla-sacked_SHORTIE_TAG-REV.jpg,A video on social media purports that President Bongbong Marcos removed Justice Secretary Boying Remulla from his post. This is not true. ,FALSE,"“KAPAPASOK LANG! SAWAKAS! PRES MARCOS KINA-USAP nasi SOJ REMULLA nag DISISYON na TANGAL nasa PWESTO (Just in! Finally! Pres Marcos talked to SOJ Remulla, decided to remove from position)!”",“PBBM KUMAMBYO NA. ITO ANG MATINDING DISISYON NI PRES MARCOS. TUMIGIL KANA ANG GULO NA (PBBM SHIFTS GEARS. THIS IS THE HARSH DECISION OF PRES MARCOS. STOP NOW IT’S ALREADY A MESS).”,,,,,,,,,,,
VERA FILES FACT CHECK: Sara Duterte has NOT abolished K to 12,2023-01-18T07:41:37+00:00,https://verafiles.org/articles/vera-files-fact-check-sara-duterte-has-not-abolished-k-to-12,https://verafiles.org/wp-content/uploads/2023/01/011623-FALSE-Sara-abolish-K12_SHORTIE_TAG-REV.jpg,A blog link claiming Vice President Sara Duterte-Carpio has ordered the scrapping of the K to 12 education system is false. ,FALSE,“GOODNEWS! MATlNDlNG UTOS DEPED K 12 ni PNOY BUBUWAGIN PIRMADO NA (SEVERE ORDER PNOY’S DEPED K 12 WILL BE ABOLISHED ALREADY SIGNED)!” ,"“TAGUMPAY NA! BIGLAAN UTOS NI VPSARA DUTERTE PAHIRAP NA K-12 TINUL DOKAN NA SAWAKAS (SUCCESS! SUDDEN ORDER OF VP SARA DUTERTE, BURDENSOME K-12 ALREADY ENDED FINALLY)!” ",,,,,,,,,,,
VERA FILES FACT CHECK: NO data supporting Omicron XBB variant is ‘5x’ deadlier than Delta,2023-01-10T15:18:26+00:00,https://verafiles.org/articles/vera-files-fact-check-no-data-supporting-omicron-xbb-variant-is-5x-deadlier-than-delta,https://verafiles.org/wp-content/uploads/2023/01/011022-FALSE-DOH-XBB_TAG_REV.jpg,A text post is spreading among Filipinos claiming the new COVID-19 subvariant XBB.1.5 is more lethal than the Delta variant. This is not true.,FALSE,"“XBB is 5 times more toxic than Delta variant and has a higher mortality rate. It takes a shorter time for the condition to reach extreme severity, and sometimes there are no obvious symptoms.”","“There is also no evidence of XBB causing more severe illness. So far, the large majority of patients [in Singapore] continue to report mild symptoms such as sore throat or slight fever, especially if they have been vaccinated.”",,,,,,,,,,,
VERA FILES FACT CHECK: Neypro 1 Gold is NOT approved by FDA,2023-01-09T07:13:18+00:00,https://verafiles.org/articles/vera-files-fact-check-neypro-1-gold-is-not-approved-by-fda,https://verafiles.org/wp-content/uploads/2023/01/010523-FALSE-Neypro-kidney_TAG.jpg,Neypro 1 Gold is not on the Food and Drugs Administration’s (FDA) list of certified products as advertised.,FALSE,"“Kidney stones, kidney failure, physiological weakness, nocturia, masakit na pag-ihi, insomnia, pananakit ng likod, pamamaga ng mga kamay at paa agad gumamit ng Neypro 1 Gold (painful urination, insomnia, back pain, swelling of the hand and foot, immediately use Neypro 1 Gold).”",,,,,,,,,,,,
VERA FILES FACT CHECK: Hontiveros NOT involved in 2014 PhilHealth bonus mess,2023-01-05T07:48:52+00:00,https://verafiles.org/articles/vera-files-fact-check-hontiveros-not-involved-in-2014-philhealth-bonus-mess,https://verafiles.org/wp-content/uploads/2023/01/010323-FALSE-Hontiveros-PhilHealth_TAG_REV.jpg,A video falsely claims that the Supreme Court ordered Sen. Risa Hontiveros to return pilfered funds from PhilHealth.,FALSE,“JUST IN: KORTE MAY ORDER NA KAY RISA NA DAPAT IBALIK ANG PERANG NINAKAW NILA MULA SA PHILHEALTH! (Court orders Risa to return money stolen from PhilHealth!)”,“Senator Risa Hontiveros is not party to the case wherein the COA has ordered the officials of PhilHealth to return P163.85 million in alleged unauthorized bonuses and allowances. The said bonuses were approved before Sen. Hontiveros’ term as member of PhilHealth’s board.” ,,,,,,,,,,,
VERA FILES FACT CHECK: FALSE ‘NAIA reverting to MIA’ claim resurfaces,2023-01-05T02:38:20+00:00,https://verafiles.org/articles/vera-files-fact-check-false-naia-reverting-to-mia-claim-resurfaces,https://verafiles.org/wp-content/uploads/2023/01/010323-FALSE-NAIA-to-MIA_SHORTIE_TAG-REVISED.jpg,"Amid the Manila airport fiasco on New Year’s Day, a video falsely claims President Bongbong Marcos has ordered the renaming of NAIA to MIA.",FALSE,“KAKAPASOK LANG TAGUMPAY! BIGLAANG UTOS! PRES MARCOS NAIA PAPALITAN NA SAWAKAS! DlLAWAN NGA-NGA NA!(JUST IN SUCCESS! SUDDEN ORDER! PRES MARCOS NAIA WILL BE RENAMED FINALLY! YELLOWS SPEECHLESS!)”,“FINALLY! PINALITAN NA. ITO ANG BIGLAANG UTOS NI PBBM PRRD. (NOW CHANGED. THIS IS THE SUDDEN ORDER OF PBBM PRRD) CONFIRMED! GOODBYE! NAIA.”,,,,,,,,,,,
VERA FILES: Video FALSELY claims Marcoleta will replace Carlos as National Security Adviser,2022-12-14T05:11:58+00:00,https://verafiles.org/articles/vera-files-video-falsely-claims-marcoleta-will-replace-carlos-as-national-security-adviser,https://verafiles.org/wp-content/uploads/2022/12/120822-FALSE-Marcoleta-to-replace-Carlos_SHORTIE_TAG-DRAFT.jpg,A YouTube video claims SAGIP Party-list Rep. Rodante Marcoleta will take Clarita Carlos’ post as National Security Adviser. This is false.,FALSE,“MARCOLETA IPAPALIT KAY CLARITA CARLOS! CLARITA SIKRETONG MAKIKIPAG KITA KAY JOMA! BUKING NI PBBM (MARCOLETA TO REPLACE CLARITA CARLOS! CLARITA TO SECRETLY MEET WITH JOMA! EXPOSED BY PBBM)!” ,,,,,,,,,,,,
VERA FILES FACT CHECK: Marcos DID NOT order Remulla to step down,2022-12-09T10:15:04+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-did-not-order-remulla-to-step-down,https://verafiles.org/wp-content/uploads/2022/12/120722-FALSE-Remulla-pinababa_SHORTIE_TAG-DRAFT.jpg,A YouTube video claimed President Bongbong Marcos ordered Justice Secretary Boying Remulla to resign. This is false.,FALSE,“KAKAPASOK LANG (JUST IN) PRES MARCOS GOODJOB! DOJ REMULLA PlNABABA SA PWESTO GENERAL BANTAG HUMARAP NA (DOJ REMULLA ORDERED TO STEP DOWN FROM OFFICE GENERAL BANTAG HAS APPEARED).” ,,,,,,,,,,,,
VERA FILES FACT CHECK: Marcos remains acting agriculture secretary and has yet to appoint a replacement,2022-12-08T06:25:42+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-remains-acting-agriculture-secretary-and-has-yet-to-appoint-a-replacement,https://verafiles.org/wp-content/uploads/2022/12/051222-FALSE-Mar-Roxas-agriculture-secretary_SHORTIE_TAG-DRAFT.jpg,Two YouTube videos falsely claimed President Bongbong Marcos has appointed former Interior secretary Mar Roxas as agriculture secretary.,FALSE,“KAPAPASOK LANG! PRES MARCOS nag DISISYON na MAR ROXAS NATUWA BAGONG DEP AGRICULTURE PINANGALANAN na (JUST IN! PRES MARCOS already made a DECISION MAR ROXAS DELIGHTED NEW DEP AGRICULTURE ALREADY NAMED).”,“KAPAPASOK LANG! (JUST IN) SHOCKING! MAR ROXAS IS BACK BILANG (AS) SECRETARY NG (OF THE) DEPARTMENT OF AGRICULTURE!” ,,,,,,,,,,,
VERA FILES FACT CHECK: City of Pearl NOT under Duterte or Marcos infra projects,2022-12-02T03:04:57+00:00,https://verafiles.org/articles/vera-files-fact-check-city-of-pearl-not-under-duterte-or-marcos-infra-projects,https://verafiles.org/wp-content/uploads/2022/12/112922-FALSE-City-of-Pearl_SHORTIE-FIL.jpg,A Facebook page claimed in a graphic that the City of Pearl infrastructure project is part of the flagship infrastructure programs of former president Rodrigo Duterte and incumbent President Bongbong Marcos. Not true. It is a public-private partnership project entered into by the City of Manila in 2017.,FALSE,"“City of Pearl ang isa sa mga proyekto sa ilalim ng Build Build Build ni PRRD na itutuloy sa ilalim ng Build Better More ni PBBM (City of Pearl is one of the projects under [former president Rodrigo Duterte’s] Build Build Build, which will be continued under the Build Better More of [Marcos].” ",,,,,,,,,,,,
VERA FILES FACT CHECK: Marcos DID NOT order the junking of subpoena issued to Bantag,2022-11-24T04:27:54+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-did-not-order-the-junking-of-subpoena-issued-to-bantag,https://verafiles.org/wp-content/uploads/2022/11/112122-FALSE-Marcos-Bantag-subpoena_SHORTIE_TAG-REVISED.jpg,A blog claims President Bongbong Marcos ordered the junking of the subpoena issued to suspended BuCor chief Gerald Bantag. This is not true. ,FALSE,“KAKAPASOK LANG BAGONG UTOS PRES MARCOS SUBPOENA BlNASURA GENERAL BANTAG SOJ REMULLA CATAPANG NANLUMO (JUST IN NEW ORDER PRES MARCOS SUBPOENA JUNKED GENERAL BANTAG SOJ REMULLA CATAPANG DISHEARTENED)” ,"“ITO NA! Subpoena na inilabas para kay Gen. Bantag pinababasura ni Pangulong BBM, Gen. Bantag nalalapit na Ang pagbabalik sa Bucor…Panoorin Nyo po to (THIS IS IT! President BBM wants the subpoena issued for Gen. Bantag junked. Bantag’s return to Bucor is near… Watch this).” ",“PBBM IBASURA NA ITO ANG MATINDING UTOS NG PANGULO (PBBM JUNK IT THIS IS THE INTENSE ORDER OF THE PRESIDENT).” ,,,,,,,,,,
VERA FILES FACT CHECK: Circulating graphic of Kiko-Risa tandem for the 2028 elections NOT OFFICIAL,2022-11-18T07:14:16+00:00,https://verafiles.org/articles/vera-files-fact-check-circulating-graphic-of-kiko-risa-tandem-for-the-2028-elections-not-official,https://verafiles.org/wp-content/uploads/2022/11/111722-FALSE-Kiko-Risa-2028_SHORTIE_TAG-REVISED.jpg,A graphic showing former senator Kiko Pangilinan and Sen. Risa Hontiveros as a tandem for the 2028 elections is making the rounds online.,FALSE,“KIKO/RISA TANDEM KASADO na sa 2028/LENI ROBREDO NILAGLAG!KIKO NATALO daw SIYA DAHIL sa FAKE NEWS!” (KIKO/RISA TANDEM NOW FINAL FOR 2028/LENI ROBREDO DROPPED! KIKO SAID HE allegedly LOST BECAUSE of FAKE NEWS),,,,,,,,,,,,
VERA FILES FACT CHECK: FALSE posts listing down beneficiaries of Marcos admin’s housing program spread anew,2022-11-17T09:17:48+00:00,https://verafiles.org/articles/vera-files-fact-check-false-posts-listing-down-beneficiaries-of-marcos-admins-housing-program-spread-anew,https://verafiles.org/wp-content/uploads/2022/11/111622-FALSE-Another-BBM-Pabahay_SHORTIE_TAG-DRAFT-1.jpg,Several FB groups circulated posts claiming they are authorized to list down names of beneficiaries under the Pambansang Pabahay Para sa Pilipino program.,FALSE,"“PBBM Pambansang Pabahay Para sa Pilipino Program. 6 Million Pabahay ang itatayo ni PBBM, at nag uumpisa na kaming mag lista ng mga makakasama..SA MGA GUSTO MAG PALISTA ONLINE REGISTRATION MAG PALISTA DITO.” (6 Million housing units will be built by PBBM, and we already started listing down those who will be included. TO THOSE WHO WANT TO BE LISTED UNDER ONLINE REGISTRATION REGISTER HERE)","“PBBM Pambansang Pabahay para sa Pilipino Program.”“SAAN KAYO LALAPIT PARA MAKAKUHA (Where will you go to get it)?” “Libreng Pabahay, mag palista agad sa link (Free housing, register on the link).”",,,,,,,,,,,
VERA FILES FACT CHECK: Robredo NOT kicked out from Harvard,2022-11-17T08:18:14+00:00,https://verafiles.org/articles/vera-files-fact-check-robredo-not-kicked-out-from-harvard,https://verafiles.org/wp-content/uploads/2022/11/111522-FALSE-Robredo-evicted-Harvard_SHORTIE-FIL-REV1.jpg,A video making the rounds on social media claims former vice president Leni Robredo was evicted from Harvard University. Not true.,FALSE,“LENI EVICTED SA HARVARD? PBBM IMBITADO SA WORLD ECONOMIC FORUM KAHIT DI EKONOMISTA! LENI NAGWALA?” (Leni evicted from Harvard? PBBM was invited to the World Economic Forum despite not being an economist! Leni outraged?),,,,,,,,,,,,
VERA FILES FACT CHECK: Sara Duterte DID NOT reinstate Bantag as BuCor chief,2022-11-17T07:32:04+00:00,https://verafiles.org/articles/vera-files-fact-check-sara-duterte-did-not-reinstate-bantag-as-bucor-chief,https://verafiles.org/wp-content/uploads/2022/11/111422-FALSE-Sara-helps-Bantag_SHORTIE_TAG-DRAFT.jpg,A YouTube video claims Vice President Sara Duterte issued an order reinstating suspended BuCor Director General Gerald Bantag. This is false.,FALSE,“KAKAPASOK LANG SA WAKAS! VPSARA UMAKSYON NA! GENERAL BANTAG BALIK BUCOR! CATAPANG UMAMIN NA REMULLA (JUST IN FINALLY! VPSARA TOOK ACTION! GENERAL BANTAG BACK TO BUCOR! CATAPANG ALREADY CONFESSED REMULLA).”,“BANTAG IBABALIK NA. ITO ANG MATINDING UTOS NI VP SARA (BANTAG WILL BE REINSTATED. THIS IS THE INTENSE ORDER OF VP SARA).” ,,,,,,,,,,,
VERA FILES FACT CHECK: Zubiri falsely claims no drug-related killings under Marcos admin,2022-11-16T06:51:03+00:00,https://verafiles.org/articles/vera-files-fact-check-zubiri-falsely-claims-no-drug-related-killings-under-marcos-admin,https://verafiles.org/wp-content/uploads/2022/11/migz-zubiri-fb-photo.jpg,"Contrary to Zubiri’s claim, the Philippine National Police reported on Nov. 14 that 46 deaths occurred in 18,505 anti-drug operations since the Marcos administration assumed power on June 30. The police claimed the 46 individuals killed were suspects who resisted arrest.",FALSE,"“When we went to [the] EU [European Union], they discussed a bit of human rights but we told them, it is the new administration, there’s a new policy. The president said maximum tolerance when it comes to human rights …” Source: Senate of the Philippines, Senate President Juan Miguel “Migz” Zubiri’s Press Conference (transcript), Nov. 7, 2022, watch 00:16 to 00:26","“So as you can see, wala naman akong nakikitang namamatay … Unless may namatay na drug pusher, eh wala naman ako naririnig. Kaya nga nagalit na nga ‘yung previous administration, ba’t humihina na (ang kampanya laban sa droga).” (So as you can see, I don’t see anyone getting killed … Unless a drug pusher has died, but I don’t hear about it. The previous administration is getting angry, [the campaign against drugs] is weakening.) Source: watch from 00:40 to 00:55",,,,,,,,,,,
"VERA FILES FACT CHECK: Zubiri falsely claims PH has ‘very free media’ compared to Malaysia, Singapore",2022-11-14T08:49:36+00:00,https://verafiles.org/articles/vera-files-fact-check-zubiri-falsely-claims-ph-has-very-free-media-compared-to-malaysia-singapore,https://verafiles.org/wp-content/uploads/2022/11/migz_zubiri_fbpix.jpg,"Press freedom in the Philippines does not fare better than Singapore and Malaysia, according to the Paris-based World Press Freedom Index of Reporters Without Borders.",FALSE,"“We have a free media. You are [sic] guys are all free. [Nami-]misquote nga ako minsan, eh. Naiinis nga ako sa inyo minsan. You take my quote out of context kaya pinapa-record ko na, eh. Alam mo, we have a very free media as compared to Singapore, as compared to Malaysia, as compared to Vietnam.” (We have a free media. You are [sic] guys are all free. I’m even misquoted sometimes. I’m upset with you sometimes. You take my quote out of context. That’s why I’ve asked for everything to be recorded. You know, we have a very free media as compared to Singapore, as compared to Malaysia, as compared to Vietnam.) Source: Senate of the Philippines, Transcription of Senate President Juan Miguel “Migz” Zubiri’s Press Conference, Nov. 7, 2022","“In countries reputed to be more democratic, the media face pressure from increasingly authoritarian and/or nationalist governments such as India (150th), Sri Lanka (146th), and the Philippines (147th).” Source: Reporters Without Borders (RSF), Asia – Pacific Absolute and autocratic control of information, Accessed Nov. 10, 2022",,,,,,,,,,,
VERA FILES FACT CHECK: Bantag NOT flagged at airport,2022-11-11T11:02:32+00:00,https://verafiles.org/articles/vera-files-fact-check-bantag-not-flagged-at-airport,https://verafiles.org/wp-content/uploads/2022/11/111022-FALSE-Bantag-airport-arrest_TAG_REV.jpg,A video falsely claims suspended BuCor chief Gerald Bantag was flagged at an airport and made to admit involvement in the killing of broadcaster Percy Lapid.,FALSE,"“Grabe Malaking gulo ito! General Bantag hinarang sa airport at pinapaamin na! Dating Pangulong Rodrigo Duterte nagulat sa itinuturo na isa pang MASTERMIND!” (Wow, this is a big mess! General Bantag blocked at an airport and asked to confess now! Former President Rodrigo Duterte shocked over the other tagged mastermind!)",,,,,,,,,,,,
VERA FILES FACT CHECK: Arrival of Philippines’ first nuclear submarine NOT TRUE,2022-11-10T08:28:26+00:00,https://verafiles.org/articles/vera-files-fact-check-arrival-of-philippines-first-nuclear-submarine-not-true,https://verafiles.org/wp-content/uploads/2022/11/110822-FALSE-First-Nuclear-Submarine_SHORTIE_TAG-DRAFT.jpg,A YouTube video claimed the Philippines’ first nuclear submarine has arrived. This is not true. The Philippines has not acquired any submarine recently.,FALSE,“Ang Unang Nuclear ng Pilipinas Dumating Na! Sandatahang Lakas ng Pilipinas Papantay na sa China (The first nuclear (submarine) of the Philippines has arrived! The Philippines’ Armed Forces will now be on par with China).” ,,,,,,,,,,,,
VERA FILES FACT CHECK: Gerald Bantag NOT back as BuCor chief,2022-11-10T08:05:51+00:00,https://verafiles.org/articles/vera-files-fact-check-gerald-bantag-not-back-as-bucor-chief,https://verafiles.org/wp-content/uploads/2022/11/110822-FALSE-Gerald-Bantag-returns_TAG.jpg,A video on Facebook claims that suspended Bureau of Corrections Director General Gerald Bantag has been reinstated. This is false.,FALSE,"“YARE! GENERAL BANTAG BABALIK NA! SA WAKAS BISTADO NA! GEN. CATAPANG WILLING MAG PARAYA SA PWESTO (Dead! General Bantag returns! At last, caught! Gen. [Gregorio] Catapang willing to step down from seat)!”",,,,,,,,,,,,
